"gene"	"gene_simple"	"SGD_ID"	"gene_type"	"exist_s288c"	"GEM"
"4886-YJL192C"	"YJL192C"	"S000003728"	"core_gene"	"S288C"	"NO"
"4887-YJL193W"	"YJL193W"	"S000003729"	"core_gene"	"S288C"	"NO"
"4888-YJL194W_NumOfGenes_2"	"YJL194W"	"S000003730"	"core_gene"	"S288C"	"NO"
"4889-YJL196C"	"YJL196C"	"S000003732"	"core_gene"	"S288C"	"YES"
"4890-YJL197W_NumOfGenes_2"	"YJL197W"	"S000003733"	"core_gene"	"S288C"	"NO"
"4891-YJL198W"	"YJL198W"	"S000003734"	"core_gene"	"S288C"	"YES"
"4892-YJL199C"	"YJL199C"	"S000003735"	"core_gene"	"S288C"	"NO"
"4893-YJL200C"	"YJL200C"	"S000003736"	"core_gene"	"S288C"	"YES"
"4894-YJL201W"	"YJL201W"	"S000003737"	"core_gene"	"S288C"	"NO"
"4895-YJL202C"	"YJL202C"	"S000003738"	"Variable"	"S288C"	"NO"
"4896-YJL203W"	"YJL203W"	"S000003739"	"core_gene"	"S288C"	"NO"
"4897-YJL204C"	"YJL204C"	"S000003740"	"core_gene"	"S288C"	"NO"
"4898-YJL205C"	"YJL205C"	"S000003742"	"core_gene"	"S288C"	"NO"
"4899-YJL206C"	"YJL206C"	"S000003741"	"core_gene"	"S288C"	"NO"
"4900-YJL207C"	"YJL207C"	"S000003743"	"core_gene"	"S288C"	"NO"
"4901-YJL208C"	"YJL208C"	"S000003744"	"core_gene"	"S288C"	"NO"
"4902-YJL209W"	"YJL209W"	"S000003745"	"core_gene"	"S288C"	"NO"
"4903-YJL210W"	"YJL210W"	"S000003746"	"Variable"	"S288C"	"NO"
"4904-YJL211C"	"YJL211C"	"S000003747"	"Variable"	"S288C"	"NO"
"4905-YJL212C"	"YJL212C"	"S000003748"	"Variable"	"S288C"	"YES"
"4906-YJL213W_NumOfGenes_2"	"YJL213W"	"S000003749"	"Variable"	"S288C"	"NO"
"4907-YJL214W_NumOfGenes_3"	"YJL214W"	"S000003750"	"Variable"	"S288C"	"YES"
"4908-YJL215C_NumOfGenes_2"	"YJL215C"	"S000003751"	"Variable"	"S288C"	"NO"
"4909-YJL216C"	"YJL216C"	"S000003752"	"Variable"	"S288C"	"YES"
"4910-YJL217W"	"YJL217W"	"S000003753"	"Variable"	"S288C"	"NO"
"4911-YJL218W_NumOfGenes_2"	"YJL218W"	"S000003754"	"Variable"	"S288C"	"NO"
"4912-YJL222W_NumOfGenes_5"	"YJL222W"	"S000003758"	"Variable"	"S288C"	"NO"
"4913-YJL222W-B_NumOfGenes_2"	"YJL222W-B"	"S000028664"	"Variable"	"S288C"	"NO"
"4914-YJR001W"	"YJR001W"	"S000003761"	"core_gene"	"S288C"	"YES"
"4915-YJR002W"	"YJR002W"	"S000003762"	"core_gene"	"S288C"	"NO"
"4916-YJR003C"	"YJR003C"	"S000003763"	"core_gene"	"S288C"	"NO"
"4917-YJR004C"	"YJR004C"	"S000003764"	"core_gene"	"S288C"	"NO"
"4918-YJR005C-A"	"YJR005C-A"	"S000028523"	"core_gene"	"S288C"	"NO"
"4919-YJR005W"	"YJR005W"	"S000003765"	"core_gene"	"S288C"	"NO"
"4920-YJR006W"	"YJR006W"	"S000003766"	"core_gene"	"S288C"	"YES"
"4921-YJR007W"	"YJR007W"	"S000003767"	"core_gene"	"S288C"	"NO"
"4922-YJR008W"	"YJR008W"	"S000003768"	"core_gene"	"S288C"	"NO"
"4923-YJR010C-A"	"YJR010C-A"	"S000003770"	"core_gene"	"S288C"	"NO"
"4924-YJR010W"	"YJR010W"	"S000003771"	"core_gene"	"S288C"	"YES"
"4925-YJR011C"	"YJR011C"	"S000003772"	"core_gene"	"S288C"	"NO"
"4926-YJR012C"	"YJR012C"	"S000003773"	"core_gene"	"S288C"	"NO"
"4927-YJR013W"	"YJR013W"	"S000003774"	"core_gene"	"S288C"	"YES"
"4928-YJR014W"	"YJR014W"	"S000003775"	"core_gene"	"S288C"	"NO"
"4929-YJR015W"	"YJR015W"	"S000003776"	"core_gene"	"S288C"	"NO"
"4930-YJR016C"	"YJR016C"	"S000003777"	"core_gene"	"S288C"	"YES"
"4931-YJR017C"	"YJR017C"	"S000003778"	"Variable"	"S288C"	"NO"
"4932-YJR018W"	"YJR018W"	"S000003779"	"Variable"	"S288C"	"NO"
"4933-YJR019C_NumOfGenes_2"	"YJR019C"	"S000003780"	"core_gene"	"S288C"	"YES"
"4934-YJR021C"	"YJR021C"	"S000003782"	"core_gene"	"S288C"	"NO"
"4935-YJR022W_NumOfGenes_2"	"YJR022W"	"S000003783"	"core_gene"	"S288C"	"NO"
"4936-YJR024C"	"YJR024C"	"S000003785"	"core_gene"	"S288C"	"YES"
"4937-YJR025C"	"YJR025C"	"S000003786"	"core_gene"	"S288C"	"YES"
"4938-YJR030C"	"YJR030C"	"S000003791"	"core_gene"	"S288C"	"NO"
"4939-YJR031C"	"YJR031C"	"S000003792"	"core_gene"	"S288C"	"NO"
"4940-YJR032W"	"YJR032W"	"S000003793"	"core_gene"	"S288C"	"NO"
"4941-YJR033C"	"YJR033C"	"S000003794"	"core_gene"	"S288C"	"NO"
"4942-YJR034W"	"YJR034W"	"S000003795"	"core_gene"	"S288C"	"NO"
"4943-YJR035W"	"YJR035W"	"S000003796"	"core_gene"	"S288C"	"NO"
"4944-YJR036C_NumOfGenes_2"	"YJR036C"	"S000003797"	"core_gene"	"S288C"	"NO"
"4945-YJR038C"	"YJR038C"	"S000003799"	"core_gene"	"S288C"	"NO"
"4946-YJR039W"	"YJR039W"	"S000003800"	"core_gene"	"S288C"	"NO"
"4947-YJR040W"	"YJR040W"	"S000003801"	"core_gene"	"S288C"	"YES"
"4948-YJR041C"	"YJR041C"	"S000003802"	"core_gene"	"S288C"	"NO"
"4949-YJR042W"	"YJR042W"	"S000003803"	"core_gene"	"S288C"	"NO"
"4950-YJR043C"	"YJR043C"	"S000003804"	"core_gene"	"S288C"	"YES"
"4951-YJR044C"	"YJR044C"	"S000003805"	"core_gene"	"S288C"	"NO"
"4952-YJR045C"	"YJR045C"	"S000003806"	"core_gene"	"S288C"	"NO"
"4953-YJR046W"	"YJR046W"	"S000003807"	"core_gene"	"S288C"	"NO"
"4954-YJR047C"	"YJR047C"	"S000003808"	"core_gene"	"S288C"	"NO"
"4955-YJR048W"	"YJR048W"	"S000003809"	"core_gene"	"S288C"	"YES"
"4956-YJR049C"	"YJR049C"	"S000003810"	"core_gene"	"S288C"	"YES"
"4957-YJR050W"	"YJR050W"	"S000003811"	"core_gene"	"S288C"	"NO"
"4958-YJR051W"	"YJR051W"	"S000003812"	"core_gene"	"S288C"	"YES"
"4959-YJR052W"	"YJR052W"	"S000003813"	"core_gene"	"S288C"	"NO"
"4960-YJR053W"	"YJR053W"	"S000003814"	"core_gene"	"S288C"	"NO"
"4961-YJR054W"	"YJR054W"	"S000003815"	"core_gene"	"S288C"	"NO"
"4962-YJR055W"	"YJR055W"	"S000003816"	"core_gene"	"S288C"	"NO"
"4963-YJR056C"	"YJR056C"	"S000003817"	"core_gene"	"S288C"	"NO"
"4964-YJR057W"	"YJR057W"	"S000003818"	"core_gene"	"S288C"	"YES"
"4965-YJR058C"	"YJR058C"	"S000003819"	"core_gene"	"S288C"	"NO"
"4966-YJR059W"	"YJR059W"	"S000003820"	"Variable"	"S288C"	"NO"
"4967-YJR060W"	"YJR060W"	"S000003821"	"core_gene"	"S288C"	"NO"
"4968-YJR061W"	"YJR061W"	"S000003822"	"core_gene"	"S288C"	"NO"
"4969-YJR062C"	"YJR062C"	"S000003823"	"core_gene"	"S288C"	"NO"
"4970-YJR063W_NumOfGenes_2"	"YJR063W"	"S000003824"	"core_gene"	"S288C"	"YES"
"4971-YJR064W"	"YJR064W"	"S000003825"	"core_gene"	"S288C"	"NO"
"4972-YJR065C_NumOfGenes_2"	"YJR065C"	"S000003826"	"core_gene"	"S288C"	"NO"
"4973-YJR066W"	"YJR066W"	"S000003827"	"core_gene"	"S288C"	"NO"
"4974-YJR067C"	"YJR067C"	"S000003828"	"core_gene"	"S288C"	"NO"
"4975-YJR068W"	"YJR068W"	"S000003829"	"core_gene"	"S288C"	"NO"
"4976-YJR069C"	"YJR069C"	"S000003830"	"core_gene"	"S288C"	"YES"
"4977-YJR070C"	"YJR070C"	"S000003831"	"core_gene"	"S288C"	"NO"
"4978-YJR071W"	"YJR071W"	"S000003832"	"Variable"	"S288C"	"NO"
"4979-YJR072C"	"YJR072C"	"S000003833"	"core_gene"	"S288C"	"NO"
"4980-YJR073C"	"YJR073C"	"S000003834"	"core_gene"	"S288C"	"YES"
"4981-YJR074W"	"YJR074W"	"S000003835"	"core_gene"	"S288C"	"NO"
"4982-YJR075W"	"YJR075W"	"S000003836"	"core_gene"	"S288C"	"NO"
"4983-YJR076C"	"YJR076C"	"S000003837"	"core_gene"	"S288C"	"NO"
"4984-YJR077C"	"YJR077C"	"S000003838"	"core_gene"	"S288C"	"YES"
"4985-YJR078W"	"YJR078W"	"S000003839"	"core_gene"	"S288C"	"YES"
"4986-YJR079W_NumOfGenes_2"	"YJR079W"	"S000003840"	"core_gene"	"S288C"	"NO"
"4987-YJR082C"	"YJR082C"	"S000003842"	"core_gene"	"S288C"	"NO"
"4988-YJR083C"	"YJR083C"	"S000003843"	"core_gene"	"S288C"	"NO"
"4989-YJR084W"	"YJR084W"	"S000003844"	"core_gene"	"S288C"	"NO"
"4990-YJR085C"	"YJR085C"	"S000003845"	"core_gene"	"S288C"	"NO"
"4991-YJR086W"	"YJR086W"	"S000003846"	"core_gene"	"S288C"	"NO"
"4992-YJR087W"	"YJR087W"	"S000003847"	"Variable"	"S288C"	"NO"
"4993-YJR088C"	"YJR088C"	"S000003848"	"core_gene"	"S288C"	"NO"
"4994-YJR089W"	"YJR089W"	"S000003849"	"core_gene"	"S288C"	"NO"
"4995-YJR090C"	"YJR090C"	"S000003850"	"core_gene"	"S288C"	"NO"
"4996-YJR091C"	"YJR091C"	"S000003851"	"core_gene"	"S288C"	"NO"
"4997-YJR092W"	"YJR092W"	"S000003852"	"core_gene"	"S288C"	"NO"
"4998-YJR093C"	"YJR093C"	"S000003853"	"core_gene"	"S288C"	"NO"
"4999-YJR094C"	"YJR094C"	"S000003854"	"core_gene"	"S288C"	"NO"
"5000-YJR094W-A"	"YJR094W-A"	"S000003855"	"core_gene"	"S288C"	"NO"
"5001-YJR095W"	"YJR095W"	"S000003856"	"core_gene"	"S288C"	"YES"
"5002-YJR096W"	"YJR096W"	"S000003857"	"core_gene"	"S288C"	"NO"
"5003-YJR097W"	"YJR097W"	"S000003858"	"core_gene"	"S288C"	"NO"
"5004-YJR098C"	"YJR098C"	"S000003859"	"core_gene"	"S288C"	"NO"
"5005-YJR099W"	"YJR099W"	"S000003860"	"core_gene"	"S288C"	"NO"
"5006-YJR100C"	"YJR100C"	"S000003861"	"core_gene"	"S288C"	"NO"
"5007-YJR101W"	"YJR101W"	"S000003862"	"core_gene"	"S288C"	"NO"
"5008-YJR102C"	"YJR102C"	"S000003863"	"core_gene"	"S288C"	"NO"
"5009-YJR103W"	"YJR103W"	"S000003864"	"core_gene"	"S288C"	"YES"
"5010-YJR104C"	"YJR104C"	"S000003865"	"core_gene"	"S288C"	"YES"
"5011-YJR105W"	"YJR105W"	"S000003866"	"core_gene"	"S288C"	"YES"
"5012-YJR106W"	"YJR106W"	"S000003867"	"core_gene"	"S288C"	"NO"
"5013-YJR107W"	"YJR107W"	"S000003868"	"core_gene"	"S288C"	"NO"
"5014-YJR108W"	"YJR108W"	"S000003869"	"core_gene"	"S288C"	"NO"
"5015-YJR109C"	"YJR109C"	"S000003870"	"core_gene"	"S288C"	"YES"
"5016-YJR110W"	"YJR110W"	"S000003871"	"core_gene"	"S288C"	"YES"
"5017-YJR111C"	"YJR111C"	"S000003872"	"core_gene"	"S288C"	"NO"
"5018-YJR112W"	"YJR112W"	"S000003873"	"core_gene"	"S288C"	"NO"
"5019-YJR112W-A"	"YJR112W-A"	"S000028513"	"core_gene"	"S288C"	"NO"
"5020-YJR113C_NumOfGenes_2"	"YJR113C"	"S000003874"	"core_gene"	"S288C"	"NO"
"5021-YJR115W"	"YJR115W"	"S000003876"	"core_gene"	"S288C"	"NO"
"5022-YJR116W"	"YJR116W"	"S000003877"	"core_gene"	"S288C"	"NO"
"5023-YJR117W"	"YJR117W"	"S000003878"	"core_gene"	"S288C"	"YES"
"5024-YJR118C"	"YJR118C"	"S000003879"	"core_gene"	"S288C"	"NO"
"5025-YJR119C"	"YJR119C"	"S000003880"	"core_gene"	"S288C"	"NO"
"5026-YJR120W"	"YJR120W"	"S000003881"	"core_gene"	"S288C"	"NO"
"5027-YJR121W"	"YJR121W"	"S000003882"	"Variable"	"S288C"	"YES"
"5028-YJR122W"	"YJR122W"	"S000003883"	"Variable"	"S288C"	"NO"
"5029-YJR123W"	"YJR123W"	"S000003884"	"core_gene"	"S288C"	"NO"
"5030-YJR124C"	"YJR124C"	"S000003885"	"Variable"	"S288C"	"NO"
"5031-YJR125C"	"YJR125C"	"S000003886"	"Variable"	"S288C"	"NO"
"5032-YJR126C"	"YJR126C"	"S000003887"	"core_gene"	"S288C"	"NO"
"5033-YJR127C"	"YJR127C"	"S000003888"	"Variable"	"S288C"	"NO"
"5034-YJR128W"	"YJR128W"	"S000003889"	"Variable"	"S288C"	"NO"
"5035-YJR129C"	"YJR129C"	"S000003890"	"Variable"	"S288C"	"NO"
"5036-YJR130C"	"YJR130C"	"S000003891"	"Variable"	"S288C"	"YES"
"5037-YJR131W"	"YJR131W"	"S000003892"	"Variable"	"S288C"	"YES"
"5038-YJR132W"	"YJR132W"	"S000003893"	"core_gene"	"S288C"	"NO"
"5039-YJR133W"	"YJR133W"	"S000003894"	"core_gene"	"S288C"	"YES"
"5040-YJR134C"	"YJR134C"	"S000003895"	"core_gene"	"S288C"	"NO"
"5041-YJR135C"	"YJR135C"	"S000003896"	"core_gene"	"S288C"	"NO"
"5042-YJR135W-A"	"YJR135W-A"	"S000007348"	"core_gene"	"S288C"	"NO"
"5043-YJR136C"	"YJR136C"	"S000003897"	"core_gene"	"S288C"	"NO"
"5044-YJR137C"	"YJR137C"	"S000003898"	"core_gene"	"S288C"	"YES"
"5045-YJR138W"	"YJR138W"	"S000003899"	"core_gene"	"S288C"	"NO"
"5046-YJR139C"	"YJR139C"	"S000003900"	"core_gene"	"S288C"	"YES"
"5047-YJR140C_NumOfGenes_2"	"YJR140C"	"S000003901"	"core_gene"	"S288C"	"NO"
"5048-YJR141W"	"YJR141W"	"S000003902"	"core_gene"	"S288C"	"NO"
"5049-YJR142W"	"YJR142W"	"S000003903"	"core_gene"	"S288C"	"NO"
"5050-YJR143C"	"YJR143C"	"S000003904"	"Variable"	"S288C"	"YES"
"5051-YJR144W"	"YJR144W"	"S000003905"	"Variable"	"S288C"	"NO"
"5052-YJR145C_NumOfGenes_2"	"YJR145C"	"S000003906"	"core_gene"	"S288C"	"NO"
"5053-YJR146W"	"YJR146W"	"S000003907"	"core_gene"	"S288C"	"NO"
"5054-YJR147W"	"YJR147W"	"S000003908"	"Variable"	"S288C"	"NO"
"5055-YJR148W"	"YJR148W"	"S000003909"	"Variable"	"S288C"	"YES"
"5056-YJR149W"	"YJR149W"	"S000003910"	"Variable"	"S288C"	"YES"
"5057-YJR150C"	"YJR150C"	"S000003911"	"Variable"	"S288C"	"NO"
"5058-YJR151C_NumOfGenes_2"	"YJR151C"	"S000003912"	"Variable"	"S288C"	"NO"
"5059-YJR151W-A"	"YJR151W-A"	"S000028557"	"Variable"	"S288C"	"NO"
"5060-YJR152W"	"YJR152W"	"S000003913"	"Variable"	"S288C"	"YES"
"5061-YJR153W_NumOfGenes_2"	"YJR153W"	"S000003914"	"Variable"	"S288C"	"YES"
"5062-YJR154W_NumOfGenes_2"	"YJR154W"	"S000003915"	"Variable"	"S288C"	"NO"
"5063-YJR155W_NumOfGenes_2"	"YJR155W"	"S000003916"	"Variable"	"S288C"	"YES"
"5064-YJR157W"	"YJR157W"	"S000003918"	"Variable"	"S288C"	"NO"
"5065-YJR158W_NumOfGenes_2"	"YJR158W"	"S000003919"	"Variable"	"S288C"	"YES"
"5066-YJR159W_NumOfGenes_2"	"YJR159W"	"S000003920"	"Variable"	"S288C"	"YES"
"5067-YKL001C"	"YKL001C"	"S000001484"	"core_gene"	"S288C"	"YES"
"5068-YKL002W"	"YKL002W"	"S000001485"	"core_gene"	"S288C"	"NO"
"5069-YKL003C"	"YKL003C"	"S000001486"	"core_gene"	"S288C"	"NO"
"5070-YKL004W"	"YKL004W"	"S000001487"	"core_gene"	"S288C"	"YES"
"5071-YKL005C"	"YKL005C"	"S000001488"	"core_gene"	"S288C"	"NO"
"5072-YKL006C-A"	"YKL006C-A"	"S000002101"	"core_gene"	"S288C"	"NO"
"5073-YKL006W"	"YKL006W"	"S000001489"	"core_gene"	"S288C"	"NO"
"5074-YKL007W"	"YKL007W"	"S000001490"	"core_gene"	"S288C"	"NO"
"5075-YKL008C_NumOfGenes_2"	"YKL008C"	"S000001491"	"core_gene"	"S288C"	"YES"
"5076-YKL009W"	"YKL009W"	"S000001492"	"core_gene"	"S288C"	"NO"
"5077-YKL010C"	"YKL010C"	"S000001493"	"core_gene"	"S288C"	"NO"
"5078-YKL011C"	"YKL011C"	"S000001494"	"core_gene"	"S288C"	"NO"
"5079-YKL012W"	"YKL012W"	"S000001495"	"core_gene"	"S288C"	"NO"
"5080-YKL013C"	"YKL013C"	"S000001496"	"core_gene"	"S288C"	"NO"
"5081-YKL014C"	"YKL014C"	"S000001497"	"core_gene"	"S288C"	"NO"
"5082-YKL015W"	"YKL015W"	"S000001498"	"core_gene"	"S288C"	"NO"
"5083-YKL016C"	"YKL016C"	"S000001499"	"core_gene"	"S288C"	"YES"
"5084-YKL017C"	"YKL017C"	"S000001500"	"core_gene"	"S288C"	"NO"
"5085-YKL018C-A"	"YKL018C-A"	"S000007615"	"core_gene"	"S288C"	"NO"
"5086-YKL018W"	"YKL018W"	"S000001501"	"core_gene"	"S288C"	"NO"
"5087-YKL019W"	"YKL019W"	"S000001502"	"core_gene"	"S288C"	"YES"
"5088-YKL020C"	"YKL020C"	"S000001503"	"core_gene"	"S288C"	"NO"
"5089-YKL021C"	"YKL021C"	"S000001504"	"core_gene"	"S288C"	"NO"
"5090-YKL022C"	"YKL022C"	"S000001505"	"core_gene"	"S288C"	"NO"
"5091-YKL023C-A"	"YKL023C-A"	"S000113559"	"core_gene"	"S288C"	"NO"
"5092-YKL023W"	"YKL023W"	"S000001506"	"core_gene"	"S288C"	"NO"
"5093-YKL024C"	"YKL024C"	"S000001507"	"core_gene"	"S288C"	"YES"
"5094-YKL025C"	"YKL025C"	"S000001508"	"core_gene"	"S288C"	"NO"
"5095-YKL026C"	"YKL026C"	"S000001509"	"core_gene"	"S288C"	"YES"
"5096-YKL027W"	"YKL027W"	"S000001510"	"core_gene"	"S288C"	"NO"
"5097-YKL028W"	"YKL028W"	"S000001511"	"core_gene"	"S288C"	"NO"
"5098-YKL029C"	"YKL029C"	"S000001512"	"core_gene"	"S288C"	"YES"
"5099-YKL030W"	"YKL030W"	"S000001513"	"Variable"	"S288C"	"NO"
"5100-YKL031W"	"YKL031W"	"S000001514"	"core_gene"	"S288C"	"NO"
"5101-YKL032C"	"YKL032C"	"S000001515"	"core_gene"	"S288C"	"NO"
"5102-YKL033W"	"YKL033W"	"S000001516"	"core_gene"	"S288C"	"NO"
"5103-YKL033W-A"	"YKL033W-A"	"S000007242"	"core_gene"	"S288C"	"NO"
"5104-YKL034W"	"YKL034W"	"S000001517"	"core_gene"	"S288C"	"NO"
"5105-YKL035W"	"YKL035W"	"S000001518"	"core_gene"	"S288C"	"YES"
"5106-YKL036C"	"YKL036C"	"S000001519"	"Variable"	"S288C"	"NO"
"5107-YKL037W"	"YKL037W"	"S000001520"	"Variable"	"S288C"	"NO"
"5108-YKL038W"	"YKL038W"	"S000001521"	"core_gene"	"S288C"	"NO"
"5109-YKL039W"	"YKL039W"	"S000001522"	"core_gene"	"S288C"	"NO"
"5110-YKL040C"	"YKL040C"	"S000001523"	"core_gene"	"S288C"	"NO"
"5111-YKL041W"	"YKL041W"	"S000001524"	"core_gene"	"S288C"	"NO"
"5112-YKL042W"	"YKL042W"	"S000001525"	"core_gene"	"S288C"	"NO"
"5113-YKL043W"	"YKL043W"	"S000001526"	"core_gene"	"S288C"	"NO"
"5114-YKL044W"	"YKL044W"	"S000001527"	"core_gene"	"S288C"	"NO"
"5115-YKL045W"	"YKL045W"	"S000001528"	"core_gene"	"S288C"	"YES"
"5116-YKL046C"	"YKL046C"	"S000001529"	"core_gene"	"S288C"	"NO"
"5117-YKL047W"	"YKL047W"	"S000001530"	"core_gene"	"S288C"	"NO"
"5118-YKL048C"	"YKL048C"	"S000001531"	"core_gene"	"S288C"	"NO"
"5119-YKL049C"	"YKL049C"	"S000001532"	"core_gene"	"S288C"	"NO"
"5120-YKL050C"	"YKL050C"	"S000001533"	"core_gene"	"S288C"	"NO"
"5121-YKL051W"	"YKL051W"	"S000001534"	"core_gene"	"S288C"	"NO"
"5122-YKL052C"	"YKL052C"	"S000001535"	"core_gene"	"S288C"	"NO"
"5123-YKL053C-A"	"YKL053C-A"	"S000007243"	"core_gene"	"S288C"	"NO"
"5124-YKL053W"	"YKL053W"	"S000001536"	"Variable"	"S288C"	"NO"
"5125-YKL054C"	"YKL054C"	"S000001537"	"core_gene"	"S288C"	"NO"
"5126-YKL055C"	"YKL055C"	"S000001538"	"core_gene"	"S288C"	"YES"
"5127-YKL056C"	"YKL056C"	"S000001539"	"core_gene"	"S288C"	"NO"
"5128-YKL057C"	"YKL057C"	"S000001540"	"core_gene"	"S288C"	"NO"
"5129-YKL058W"	"YKL058W"	"S000001541"	"core_gene"	"S288C"	"NO"
"5130-YKL059C"	"YKL059C"	"S000001542"	"core_gene"	"S288C"	"NO"
"5131-YKL060C"	"YKL060C"	"S000001543"	"core_gene"	"S288C"	"YES"
"5132-YKL061W"	"YKL061W"	"S000001544"	"core_gene"	"S288C"	"NO"
"5133-YKL062W"	"YKL062W"	"S000001545"	"core_gene"	"S288C"	"NO"
"5134-YKL063C"	"YKL063C"	"S000001546"	"core_gene"	"S288C"	"NO"
"5135-YKL064W"	"YKL064W"	"S000001547"	"core_gene"	"S288C"	"NO"
"5136-YKL065C"	"YKL065C"	"S000001548"	"core_gene"	"S288C"	"NO"
"5137-YKL065W-A"	"YKL065W-A"	"S000113563"	"core_gene"	"S288C"	"NO"
"5138-YKL066W"	"YKL066W"	"S000001549"	"core_gene"	"S288C"	"NO"
"5139-YKL067W"	"YKL067W"	"S000001550"	"core_gene"	"S288C"	"YES"
"5140-YKL068W"	"YKL068W"	"S000001551"	"core_gene"	"S288C"	"NO"
"5141-YKL068W-A"	"YKL068W-A"	"S000028524"	"core_gene"	"S288C"	"NO"
"5142-YKL069W_NumOfGenes_2"	"YKL069W"	"S000001552"	"Variable"	"S288C"	"YES"
"5143-YKL070W"	"YKL070W"	"S000001553"	"Variable"	"S288C"	"NO"
"5144-YKL071W_NumOfGenes_2"	"YKL071W"	"S000001554"	"Variable"	"S288C"	"NO"
"5145-YKL072W"	"YKL072W"	"S000001555"	"core_gene"	"S288C"	"NO"
"5146-YKL073W"	"YKL073W"	"S000001556"	"core_gene"	"S288C"	"NO"
"5147-YKL074C"	"YKL074C"	"S000001557"	"core_gene"	"S288C"	"NO"
"5148-YKL075C"	"YKL075C"	"S000001558"	"core_gene"	"S288C"	"NO"
"5149-YKL076C"	"YKL076C"	"S000001559"	"Variable"	"S288C"	"NO"
"5150-YKL077W"	"YKL077W"	"S000001560"	"core_gene"	"S288C"	"NO"
"5151-YKL078W"	"YKL078W"	"S000001561"	"core_gene"	"S288C"	"NO"
"5152-YKL079W"	"YKL079W"	"S000001562"	"core_gene"	"S288C"	"NO"
"5153-YKL080W"	"YKL080W"	"S000001563"	"core_gene"	"S288C"	"YES"
"5154-YKL081W"	"YKL081W"	"S000001564"	"core_gene"	"S288C"	"NO"
"5155-YKL082C_NumOfGenes_2"	"YKL082C"	"S000001565"	"core_gene"	"S288C"	"NO"
"5156-YKL084W"	"YKL084W"	"S000001567"	"core_gene"	"S288C"	"NO"
"5157-YKL085W"	"YKL085W"	"S000001568"	"core_gene"	"S288C"	"YES"
"5158-YKL086W"	"YKL086W"	"S000001569"	"Variable"	"S288C"	"NO"
"5159-YKL087C"	"YKL087C"	"S000001570"	"core_gene"	"S288C"	"YES"
"5160-YKL088W"	"YKL088W"	"S000001571"	"core_gene"	"S288C"	"YES"
"5161-YKL089W"	"YKL089W"	"S000001572"	"core_gene"	"S288C"	"NO"
"5162-YKL090W"	"YKL090W"	"S000001573"	"core_gene"	"S288C"	"NO"
"5163-YKL091C"	"YKL091C"	"S000001574"	"core_gene"	"S288C"	"NO"
"5164-YKL092C"	"YKL092C"	"S000001575"	"core_gene"	"S288C"	"NO"
"5165-YKL093W"	"YKL093W"	"S000001576"	"core_gene"	"S288C"	"NO"
"5166-YKL094W"	"YKL094W"	"S000001577"	"Variable"	"S288C"	"YES"
"5167-YKL095W"	"YKL095W"	"S000001578"	"Variable"	"S288C"	"NO"
"5168-YKL096C-B"	"YKL096C-B"	"S000028667"	"Variable"	"S288C"	"NO"
"5169-YKL096W"	"YKL096W"	"S000001579"	"Variable"	"S288C"	"NO"
"5170-YKL096W-A"	"YKL096W-A"	"S000001956"	"Variable"	"S288C"	"NO"
"5171-YKL097C"	"YKL097C"	"S000001580"	"core_gene"	"S288C"	"NO"
"5172-YKL098W"	"YKL098W"	"S000001581"	"core_gene"	"S288C"	"NO"
"5173-YKL099C"	"YKL099C"	"S000001582"	"core_gene"	"S288C"	"NO"
"5174-YKL100C_NumOfGenes_2"	"YKL100C"	"S000001583"	"core_gene"	"S288C"	"NO"
"5175-YKL101W"	"YKL101W"	"S000001584"	"core_gene"	"S288C"	"NO"
"5176-YKL102C"	"YKL102C"	"S000001585"	"core_gene"	"S288C"	"NO"
"5177-YKL103C"	"YKL103C"	"S000001586"	"core_gene"	"S288C"	"YES"
"5178-YKL104C"	"YKL104C"	"S000001587"	"core_gene"	"S288C"	"YES"
"5179-YKL105C"	"YKL105C"	"S000001588"	"core_gene"	"S288C"	"NO"
"5180-YKL106C-A"	"YKL106C-A"	"S000007616"	"core_gene"	"S288C"	"NO"
"5181-YKL106W"	"YKL106W"	"S000001589"	"core_gene"	"S288C"	"YES"
"5182-YKL107W"	"YKL107W"	"S000001590"	"core_gene"	"S288C"	"NO"
"5183-YKL108W"	"YKL108W"	"S000001591"	"core_gene"	"S288C"	"NO"
"5184-YKL109W"	"YKL109W"	"S000001592"	"core_gene"	"S288C"	"NO"
"5185-YKL110C"	"YKL110C"	"S000001593"	"core_gene"	"S288C"	"NO"
"5186-YKL112W_NumOfGenes_2"	"YKL112W"	"S000001595"	"core_gene"	"S288C"	"NO"
"5187-YKL113C"	"YKL113C"	"S000001596"	"core_gene"	"S288C"	"NO"
"5188-YKL114C"	"YKL114C"	"S000001597"	"core_gene"	"S288C"	"NO"
"5189-YKL115C"	"YKL115C"	"S000001598"	"core_gene"	"S288C"	"NO"
"5190-YKL116C"	"YKL116C"	"S000001599"	"core_gene"	"S288C"	"NO"
"5191-YKL117W_NumOfGenes_2"	"YKL117W"	"S000001600"	"core_gene"	"S288C"	"NO"
"5192-YKL118W"	"YKL118W"	"S000001601"	"core_gene"	"S288C"	"NO"
"5193-YKL119C"	"YKL119C"	"S000001602"	"core_gene"	"S288C"	"NO"
"5194-YKL120W"	"YKL120W"	"S000001603"	"core_gene"	"S288C"	"YES"
"5195-YKL121W"	"YKL121W"	"S000001604"	"core_gene"	"S288C"	"NO"
